smiles; heat of formation [kcal/mol]
N#CCN=CC(O)C(O)Cc1ccccc1;-25.06085
N#CC(NCCO)C(O)Cc1ccccc1;-46.18179
N#CCN(CCOC(=O)Cc1ccccc1)C(N)=O;-82.60319
N#CC(N=CC(O)C(O)Cc1ccccc1)C(O)CO;-122.02483
N#CC(N=CC(O)C(O)Cc1ccccc1)C(=O)O;-108.37753
N#CCN(CCOC(=O)CC1NC(=O)NC1=O)C(N)=O;-181.91166
N#CCN(CCO)C(=O)C(Cc1ccccc1)N=CCO;-66.3771
N#CCN(CCO)C(=O)C(Cc1ccccc1)NC=N;-19.41032
N#CC(N=CC(O)CO)C(Cc1ccccc1)NC(=N)N;-12.09591
N#CCN(CCO)C(=O)C(Cc1ccccc1)NC(=N)N;-14.90245
N#CC(N=C(CO)CO)C(Cc1ccccc1)NC(=N)N;-16.57738
N#CCN(CCO)C(=O)C(Cc1ccccc1)NC(N)=O;-86.78764
N#CCN(CCO)C(=O)C(Cc1ccccc1)NC=O;-84.4034
N#CC(N)C(CO)(CO)CC(C#N)(C#N)NC(N)=O;-38.9454
N#CC(N=CC(O)CO)C(=CCO)c1ccccc1;-58.74321
N#CC(N=C(CO)CO)C(=CCO)c1ccccc1;-60.71766
N#CC(NC(CO)CO)C(=CCO)c1ccccc1;-76.59531
N#CC(NCC(O)CO)C(=CCO)c1ccccc1;-77.11739
N#CCN(CCO)C(=O)CCC(=O)N(CC#N)CCO;-129.78423
N#CCN(CCOC(=O)C=Cn1ccnc1)C(N)=O;-47.20214
N#CCN(CCOC(=O)CCN1CC(=O)NC1=O)C(N)=O;-181.59396
N#CCN(CCO)C(=O)CCN(CCC(N)=O)C(=N)N;-87.84443
N#CCN(CCO)C(=O)CCNC(CC(N)=O)C(N)=O;-149.50578
N#CCN(CCO)C(=O)CCN(CCC(N)=O)C(N)=O;-159.29723
N#CCN(CCO)C(=O)CCN(CCC(=O)O)C(=N)N;-137.43504
N#CCN(CCO)C(=O)CCN(CCC(=O)O)C(N)=O;-210.26094
N#CCN(CCO)C(=O)CCNC(CC(=O)O)C(=O)O;-251.15212
N#CCN(CCOC(=O)CCN(CC#N)C(N)=O)C(N)=O;-118.18091
N#CCN(CCO)C(=O)CCNC(C#N)CO;-79.59709
N#CCN(CCO)C(=O)CCN(CC(N)=O)C(=N)N;-86.67669
N#CCN(CCO)C(=O)CCN(CC(N)=O)C(N)=O;-152.46924
N#CCN(CCO)C(=O)CCNC(CO)C(N)=O;-158.30789
N#CCN(CCO)C(=O)CCNC(CO)C(=O)O;-202.06912
N#CCN(CCO)C(=O)CCN(CC(=O)O)C(=N)N;-128.35608
N#CCN(CCO)C(=O)CCN(CC(=O)O)C(N)=O;-199.11212
N#CCN(CCO)C(=O)CCNC(=N)N;-37.8204
N#CCN(CCO)C(=O)CCN(C(=N)N)C(C#N)CO;-52.27894
N#CCN(CCO)C(=O)CCNC(=N)NC(=N)N;-25.48194
N#CCN(CCOC(=O)CCNC(=N)NC(=N)N)C(N)=O;-68.88945
N#CCN(CCOC(=O)CCNC(=N)N)C(N)=O;-85.78103
N#CCN(CCO)C(=O)CCNC(N)=O;-106.80286
N#CCN(CCO)C(=O)CCN(C(N)=O)C(C#N)CO;-125.86256
N#CCN(CCOC(=O)CCNC(N)=O)C(N)=O;-155.12773
N#CCN(CCO)C(=O)CCN(C=O)CCC(N)=O;-148.75253
N#CCN(CCO)C(=O)CCN(C=O)CCC(=O)O;-204.78585
N#CCN(CCO)C(=O)CCN(C=O)C(C#N)CO;-116.22391
N#CCN(CCO)C(=O)CCN(C=O)CC(N)=O;-151.91299
N#CCN(CCO)C(=O)CCN(C=O)CC(=O)O;-186.4113
N#CCN(CCO)C(=O)CCN(C(=O)CN)C(C#N)CO;-113.70486
N#CCN(CCO)C(=O)CCNC(=O)CNC(=N)N;-87.69482
N#CCN(CCO)C(=O)CCNC(=O)CNC(N)=O;-161.29691
N#CCN(CCOC(=O)C(C#N)NC(N)=O)C(N)=O;-105.50059
N#CCN(CC(O)CO)CC(O)C(O)C(O)C(=O)CO;-292.38422
N#CCN(CCO)C(=O)CC(=O)C(=O)N(CC#N)CCO;-139.04737
N#CCN(CCO)C(=O)CC(O)C(=O)N(CC#N)CCO;-171.82402
N#CCN(CCO)C(=O)CN1CCC(N)=NC1=O;-81.555
N#CCN(CCOC(=O)CN1CCC(=O)NC1=O)C(N)=O;-183.93117
N#CCN(CCO)C(=O)CN1CC(N)=NC1=O;-71.38942
N#CCN(CCOC(=O)CN1CC(=O)NC1=O)C(N)=O;-174.22334
N#CCN(CCO)C(=O)CN;-55.50816
N#CCN(CCO)C(=O)C(N)Cc1ccccc1;-40.87181
N#CCN(CCO)C(=O)CN=CCc1ccccc1;-17.21645
N#CCN(CCO)C(=O)CN=CCc1cnc[nH]1;-13.78292
N#CCN(CCO)C(=O)CN=CCCc1ccccc1;-23.32326
N#CCN(CCO)C(=O)CN=CCCC(N)=O;-88.27083
N#CCN(CCO)C(=O)CN=CCCC(=O)O;-132.73181
N#CCN(CCO)C(=O)CN=CCCNC(=N)N;-18.19746
N#CCN(CCO)C(=O)CNC=CC(N)=O;-84.62609
N#CCN(CCO)C(=O)CN(CCC(N)=O)CCC(N)=O;-151.35748
N#CCN(CCO)C(=O)CN(CCC(N)=O)CC(N)=O;-149.09511
N#CCN(CCO)C(=O)CN(CCC(N)=O)C(=N)N;-85.29184
N#CCN(CCO)C(=O)CN(CCC(N)=O)C(N)=O;-158.60823
N#CCN(CCO)C(=O)CN=CC(CO)CNC(=N)N;-71.76496
N#CCN(CCO)C(=O)CNC(CCO)=C(O)C#N;-103.66279
N#CCN(CCO)C(=O)CN=CC(CO)NC(=N)N;-67.05386
N#CCN(CCO)C(=O)CNCCC(=O)OCC(N)=O;-186.53374
N#CCN(CCO)C(=O)CNC(=CC(=O)O)C(=O)O;-223.27952
N#CCN(CCO)C(=O)CN=CCNC(=N)N;-19.32906
N#CCN(CCOC(=O)CN(CC#N)C(N)=O)C(N)=O;-105.68789
N#CCN(CCO)C(=O)CN(CC#N)C(=O)CNC(=N)N;-45.10459
N#CCN(CCO)C(=O)CN(CC#N)C(=O)CNC(N)=O;-109.1973
N#CCN(CCO)C(=O)CN(CC(N)=O)C(=N)N;-79.31617
N#CCN(CCO)C(=O)CN(CC(N)=O)C(=N)NC(=N)N;-66.24842
N#CCN(CCOC(=O)CN(CC(N)=O)C(=N)N)C(N)=O;-118.83796
N#CCN(CCO)C(=O)CN(CC(N)=O)C(N)=O;-152.41559
N#CCN(CCO)C(=O)CN=CCO;-87.16188
N#CCN(CCO)C(=O)CN=CC(=O)Cc1ccccc1;-52.08775
N#CCN(CCO)C(=O)CN=CC(O)Cc1ccccc1;-66.32767
N#CCN(CCO)C(=O)CN=C(CO)Cc1ccccc1;-67.97901
N#CCN(CCO)C(=O)CN=CC(=O)CCO;-121.19692
N#CCN(CCO)C(=O)CN=CC(=O)CC(O)CO;-167.49573
N#CCN(CCO)C(=O)CN=CC(O)CNC(=N)N;-64.35935
N#CCN(CCO)C(=O)CN=CC(O)CO;-136.3644
N#CCN(CCO)C(=O)CN=C(CO)CO;-137.81703
N#CCN(CCO)C(=O)CN=CC(O)C(O)CO;-183.7175
N#CCN(CCO)C(=O)CN=C(CO)C(O)CO;-185.66644
N#CCN(CCO)C(=O)CN=C(C(O)CO)C(O)CO;-228.13265
N#CCN(CCO)C(=O)CN=CC(O)C(O)C(O)CO;-231.34095
N#CCN(CCO)C(=O)CN=C(CO)C(O)C(O)CO;-237.12529
N#CCN(CCO)C(=O)CN=CC(=O)O;-118.86245
N#CCN(CCO)C(=O)CNC(=N)N;-40.35377
N#CC(N)C(CO)(CO)CNC(=N)N;-44.52312
N#CCN(CCOC(=O)CNC(=N)N)CC(O)C(N)=O;-131.23198
N#CCN(CCO)C(=O)CNC(=N)NC(=N)N;-13.5454
N#CCN(CCOC(=O)CNC(=N)NC(=N)N)C(N)=O;-55.06763
N#CCN(CCOC(=O)CNC(=N)N)C(N)=O;-72.43223
N#CCN(CCOC(=O)CNC(=N)N)C(=O)CNC(N)=O;-120.76694
N#CCN(CCO)C(=O)CNC(N)=O;-104.41837
N#CCN(CCOC(=O)CNC(N)=O)C(N)=O;-143.52404
N#CCN(CCO)C(=O)C(N)CO;-105.4412
N#CCN(CCO)C(=O)CNC=O;-96.64486
N#CCN(CCO)C(=O)CNC(=O)CCNC(C#N)CO;-115.90144
N#CCN(CCO)C(=O)CNC(=O)CCNC(=N)N;-90.31399
N#CCN(CCO)C(=O)CNC(=O)CCNC(N)=O;-154.17826
N#CCN(CCO)C(=O)CNC(=O)CN1CC(N)=NC1=O;-112.45443
N#CCN(CCO)C(=O)CNC(=O)CN;-95.81704
N#CCN(CCO)C(=O)CNC(=O)CNC(=N)N;-83.92627
N#CCN(CCO)C(=O)CNC(=O)CNC(=N)NC(=N)N;-66.46054
N#CCN(CCOC(=O)CNC(=O)CNC(=N)N)C(N)=O;-119.18749
N#CCN(CCO)C(=O)CNC(=O)CNC(N)=O;-147.6497
N#CCN(CCO)C(=O)CNC(=O)C(N)CO;-152.37196
N#CCN(CCO)C(=O)CNC(=S)c1nc[nH]c1N;-12.2248
N#CCN(CCO)C(=O)CNC(=S)c1[nH]c(=O)[nH]c1N;-74.08331
N#CCN(CCO)C(=O)CNC(=S)Cc1nc[nH]c1N;-17.64867
N#CCN(CCO)C(=O)CNC(=S)CCNC(=N)N;-25.41441
N#CCN(CCO)C(=O)CNC(=S)CCNC(N)=O;-98.25665
N#CCN(CCO)C(=O)CNC(=S)CCO;-93.60366
N#CCN(CCO)C(=O)CNC(=S)CNc1ncco1;-43.10184
N#CCN(CCO)C(=O)CNC(=S)CNC(=N)N;-24.26824
N#CCN(CCO)C(=O)CNC(=S)CNC(N)=O;-89.99261
N#CCN(CCO)C(=O)CNC(=S)CO;-91.36946
N#CCN(CCO)C(=O)CNC(=S)C(O)CC(N)=O;-139.73707
N#CCN(CCO)C(=O)CNC(=S)C(O)CO;-137.2002
N#CCN(CCO)C(=O)CNC(=S)C(O)C(O)CO;-187.97412
N#CCN(CCO)C(=O)CNC(=S)C(O)C(=O)O;-174.74312
N#CCN(CC(O)CO)C(=N)N;-45.26752
N#CCN(CC(O)CO)C(=N)NC(=N)N;-20.34632
N#CCN(CC(O)CO)C(N)=O;-109.70475
N#CCNC(CO)C(O)CO;-111.85512
N#CC(NCCO)C(O)CO;-113.43596
N#CCNCC(O)C(O)CO;-116.8806
N#CC(N=CCO)C(O)CO;-88.52791
N#CCN=C(CO)C(O)CO;-92.94807
N#CCN=CC(O)C(O)CO;-93.72227
N#CCN(CC(O)CO)C(=O)c1nc[nH]c1NC(N)=O;-124.78521
N#CCN(CCO)C(=O)C(=O)Cc1ccccc1;-69.59796
N#CC(N=CC(O)CO)C(O)Cc1ccccc1;-73.56856
N#CCN=CC(O)C(O)C(O)Cc1ccccc1;-74.03033
N#CC(N=C(CO)CO)C(O)Cc1ccccc1;-75.85725
N#CCN=C(CO)C(O)C(O)Cc1ccccc1;-76.076
N#CCN(CCO)C(=O)C(O)Cc1ccccc1;-89.48306
N#CC(NC(CO)CO)C(O)Cc1ccccc1;-92.42383
N#CC(NCC(O)CO)C(O)Cc1ccccc1;-92.52345
N#CCNCC(O)C(O)C(O)Cc1ccccc1;-98.276
N#CCN(CCOC(=O)C(O)Cc1ccccc1)C(N)=O;-125.14598
N#CC(N=CC(O)C(O)C(O)Cc1ccccc1)C(=O)O;-156.94629
N#CC(N=C(CO)C(O)C(O)Cc1ccccc1)C(=O)O;-157.67659
N#CC(N=CC(O)C(O)CO)C(=CCO)c1ccccc1;-109.29629
N#CC(N=C(CO)C(O)CO)C(=CCO)c1ccccc1;-110.9527
N#CC(NCC(O)C(O)CO)C(=CCO)c1ccccc1;-124.37723
N#CC(NC(CO)C(O)CO)C(=CCO)c1ccccc1;-130.28768
N#CCN(CC(O)CO)C(=O)CCNC(C#N)CO;-116.70598
N#CCN(CC(O)CO)C(=O)CCNC(CO)C(N)=O;-203.5804
N#CCN(CC(O)CO)C(=O)CCNC(CO)C(=O)O;-242.31868
N#CCN(CC(O)CO)C(=O)CCNC(=N)N;-94.72952
N#CCN(CC(O)CO)C(=O)CCNC(=N)NC(=N)N;-70.84922
N#CCN(CC(O)CO)C(=O)CCNC(N)=O;-161.70677
N#CCN(CC(O)CO)C(=O)CCN(C=O)C(C#N)CO;-165.40076
N#CCN(CC(O)CO)C(=O)CCN(C=O)CC(N)=O;-192.02144
N#CCN(CC(O)CO)C(=O)CCN(C=O)CC(=O)O;-239.54194
N#CCN(CC(O)CO)C(=O)CN;-103.59234
N#CCN(CC(O)CO)C(=O)CN1CCC(N)=NC1=O;-136.49855
N#CCN(CC(O)CO)C(=O)CN1CC(N)=NC1=O;-117.71421
N#CCN(CCO)C(=O)C(O)CNc1[nH]cnc1CO;-127.33602
N#CCN(CC(O)CO)C(=O)C(N)Cc1ccccc1;-90.58652
N#CCN(CCO)C(=O)C(O)CNC(C#N)C(O)CO;-172.43252
N#CCN(CC(O)CO)C(=O)CN(CC(N)=O)C(=N)N;-128.34251
N#CCN(CC(O)CO)C(=O)CN(CC(N)=O)C(N)=O;-197.0841
N#CCN(CC(O)CO)C(=O)CNC(=N)N;-87.2657
N#CCN(CC(O)CO)C(=O)CNC(=N)NC(=N)N;-61.38803
N#CCN(CCOC(=O)C(O)CNC(=N)N)C(N)=O;-125.66826
N#CCN(CC(O)CO)C(=O)CNC(N)=O;-144.12214
N#CCN(CC(O)CO)C(=O)C(N)CO;-144.31908
N#CCN(CC(O)CO)C(=O)CNC(=O)CNC(=N)N;-129.3642
N#CCN(CC(O)CO)C(=O)CNC(=O)CNC(N)=O;-189.65722
N#CCN(CC(O)C(O)CO)C(=N)N;-94.84311
N#CCN(CC(O)C(O)CO)C(=N)NC(=N)N;-71.28762
N#CCN(CC(O)C(O)CO)C(N)=O;-161.67454
N#CCN(CCOC(=O)C(O)C(N)=O)C(N)=O;-184.39531
N#CC(N=CCO)C(O)C(O)CO;-137.40014
N#CC(N=C(CO)CO)C(O)CO;-140.79102
N#CC(N=CC(O)CO)C(O)CO;-142.84839
N#CCN=C(CO)C(O)C(O)CO;-143.3241
N#CCN=C(C(O)CO)C(O)CO;-144.81146
N#CCN=CC(O)C(O)C(O)CO;-145.45234
N#CC(NCCO)C(O)C(O)CO;-159.16034
N#CC(NC(CO)CO)C(O)CO;-159.4375
N#CC(NCC(O)CO)C(O)CO;-161.61404
N#CCNCC(O)C(O)C(O)CO;-162.53567
N#CC(N=CCO)C(O)C(O)C(O)Cc1ccccc1;-120.67805
N#CCN(CC(O)CO)C(=O)C(=O)Cc1ccccc1;-121.86115
N#CC(N=C(CO)C(O)CO)C(O)Cc1ccccc1;-122.03733
N#CC(N=CC(O)C(O)CO)C(O)Cc1ccccc1;-126.74437
N#CCN=C(CO)C(O)C(O)C(O)Cc1ccccc1;-129.48466
N#CCN(CC(O)CO)C(=O)C(O)Cc1ccccc1;-134.8115
N#CC(NCC(O)C(O)CO)C(O)Cc1ccccc1;-146.30964
N#CC(NC(CO)C(O)CO)C(O)Cc1ccccc1;-146.96075
N#CCN(CCO)C(=O)C(O)COCC(C#N)NC(N)=O;-167.20169
N#CCN(CC(O)C(O)CO)C(=O)CCNC(=N)N;-138.30368
N#CCN(CC(O)C(O)CO)C(=O)CCNC(N)=O;-204.8087
N#CCN(CC(O)CO)C(=O)COCC(O)C(N)=O;-237.7192
N#CCN(CCO)C(=O)C(O)COCC(=O)O;-243.63287
N#CCN(CC(O)C(O)CO)C(=O)CN;-151.37749
N#CCN(CC(O)C(O)CO)C(=O)CN1CC(N)=NC1=O;-166.91146
N#CCN(CC(O)C(O)CO)C(=O)CNC(=N)N;-139.80853
N#CCN(CC(O)C(O)CO)C(=O)CNC(N)=O;-196.92535
N#CCN(CC(O)C(O)CO)C(=O)C(N)CO;-201.49702
N#CC(N=CCO)C(O)C(O)C(O)CO;-184.49547
N#CC(N=CC(O)CO)C(O)C(O)CO;-188.5033
N#CC(N=C(CO)CO)C(O)C(O)CO;-191.15831
N#CC(N=CC(O)C(O)CO)C(O)CO;-192.64656
N#CCN=CC(O)C(O)C(O)C(O)CO;-192.9464
N#CC(N=C(CO)C(O)CO)C(O)CO;-192.97459
N#CCN=C(CO)C(O)C(O)C(O)CO;-194.73481
N#CC(NC(CO)C(O)CO)C(O)CO;-204.37575
N#CC(NCC(O)CO)C(O)C(O)CO;-207.53408
N#CC(NCC(O)C(O)CO)C(O)CO;-208.07011
N#CCNCC(O)C(O)C(O)C(O)CO;-209.15391
N#CC(NC(CO)CO)C(O)C(O)CO;-214.64401
N#CCN(CC(O)CO)C(=O)C(O)COCc1cnc[nH]1;-173.20927
N#CCN(CC(O)CO)C(=O)C(O)COCC(O)C#N;-215.35292
N#CC(N=CCO)C(O)C(O)C(O)C(O)CO;-232.9819
N#CC(N=CC(O)C(O)C(O)CO)C(O)CO;-233.21046
N#CCN=CC(O)C(O)C(O)C(O)C(O)CO;-234.47452
N#CC(N=C(CO)C(O)C(O)CO)C(O)CO;-236.31491
N#CC(N=CC(O)C(O)CO)C(O)C(O)CO;-238.01782
N#CC(N=CC(O)CO)C(O)C(O)C(O)CO;-240.5256
N#CC(N=C(C(O)CO)C(O)CO)C(O)CO;-240.70117
N#CCN=C(CO)C(O)C(O)C(O)C(O)CO;-243.01473
N#CC(N=C(CO)CO)C(O)C(O)C(O)CO;-243.24358
N#CC(N=C(CO)C(O)CO)C(O)C(O)CO;-244.60582
N#CC(NCC(O)C(O)CO)C(O)C(O)CO;-255.16287
N#CC(NC(CO)C(O)CO)C(O)C(O)CO;-256.9626
N#CC(NCC(O)C(O)C(O)CO)C(O)CO;-261.9648
N#CC(N=CC(O)C(O)C(O)CO)C(O)C(O)CO;-280.65576
N#CCN=CC(O)C(O)C(O)C(O)C(O)C(O)CO;-283.54871
N#CC(N=C(CO)C(O)CO)C(O)C(O)C(O)CO;-286.11571
N#CC(N=C(CO)C(O)C(O)CO)C(O)C(O)CO;-286.60188
N#CC(N=CC(O)C(O)CO)C(O)C(O)C(O)CO;-287.56598
N#CC(N=C(CO)CO)C(O)C(O)C(O)C(O)CO;-287.6201
N#CC(N=C(CO)C(O)C(O)C(O)CO)C(O)CO;-288.82374
N#CC(N=C(C(O)CO)C(O)CO)C(O)C(O)CO;-289.42518
N#CCN=C(CO)C(O)C(O)C(O)C(O)C(O)CO;-289.82067
N#CC(N=CC(O)CO)C(O)C(O)C(O)C(O)CO;-290.2782
N#CC(N=CC(O)C(O)C(O)C(O)CO)C(O)CO;-292.21061
N#CC(NCC(O)C(O)C(O)CO)C(O)C(O)CO;-300.87266
N#CC(NCC(O)C(O)C(O)C(O)CO)C(O)CO;-311.93582
N#CC(N=CC(O)C(O)C(O)C(O)C(O)CO)C(=O)O;-318.25278
N#CC(N=C(CO)C(O)C(O)C(O)C(O)CO)C(=O)O;-328.57728
N#CC(N=C(CO)C(O)C(O)C(O)CO)C(=O)O;-274.30604
N#CC(N=CC(O)C(O)C(O)C(O)CO)C(=O)O;-279.79923
N#CC(N=C(C(O)CO)C(O)CO)C(=O)O;-222.01859
N#CC(N=CC(O)C(O)C(O)CO)C(=O)O;-225.73508
N#CC(N=C(CO)C(O)C(O)CO)C(=O)O;-231.19308
N#CC(N=CC(O)C(O)CO)C(=O)O;-175.83481
N#CC(N=C(CO)C(O)CO)C(=O)O;-178.51543
N#CCN(CCO)C(=O)C(=O)N(CC#N)CCO;-111.15309
N#CC(N=CC(O)CO)C(=O)O;-125.59945
N#CC(N=C(CO)CO)C(=O)O;-127.35527
N#CC(NCC(O)C(=O)NCCC(N)=O)C(O)CO;-213.1779
N#CC(NCC(O)C(=O)NCC(N)=O)C(O)CO;-204.89184
N#CCNCC(O)C(=O)O;-104.37904
N#CCNC(CO)C(=O)O;-104.88758
N#CC(N=CCO)C(=O)O;-79.11093
N#CCN(CC(O)C(=O)O)c1nc(N)nc(C(O)CO)n1;-157.18693
N#CCN(CC(=O)C(=O)O)C(Cc1ccccc1)C(N)=O;-106.33466
N#CC(NC(CO)C(=O)O)C(=CCO)c1ccccc1;-115.43926
N#CCN(CC(O)C(=O)O)C(CC(=O)O)C(=O)O;-289.79936
N#CCN(CC(O)C(=O)O)C(C#N)CO;-117.59551
N#CCNCC(O)C(=O)OC(C(N)=O)C(O)C(N)=O;-237.66951
N#CCN(CC(O)C(=O)OCC(O)C(N)=O)C(N)=O;-242.99361
N#CCN(CC(O)C(=O)O)CC(O)C(=O)Nc1ncco1;-191.60669
N#CCN(CC(=O)C(=O)O)CC(O)C(=O)O;-214.4493
N#CCN(CC(O)C(=O)O)CC(O)C(=O)O;-240.97038
N#CCN(CC(=O)C(=O)O)C(=N)C#N;-15.37831
N#CC(NC(CO)C(=O)O)C(O)Cc1ccccc1;-138.14671
N#CCN(CC(=O)C(=O)O)C(=O)CCNC(N)=O;-175.62058
N#CC(NC(CO)C(=O)O)C(=O)CCO;-187.42025
N#CCN(CC(=O)C(=O)O)C(=O)CN;-120.60294
N#CCN(CC(O)C(=O)O)C(=O)C(N)Cc1ccccc1;-131.04167
N#CCN(CC(O)C(=O)O)C(=O)CNC(N)=O;-195.2024
N#CC(NC(CO)C(=O)O)C(O)CO;-204.84187
N#CC(NC(CO)C(=O)O)C(O)C(O)CO;-250.68794
N#CCN(CC(O)C(=O)O)C(=O)C(O)COCC(N)=O;-279.63073
N#CC(NC(CO)C(=O)O)C(O)C(O)C(O)CO;-302.48909
N#CC(NC(CO)C(=O)O)C(O)C(O)C(O)C(O)CO;-345.14436
N#CC(NC(CO)C(=O)O)C(=O)O;-188.29167
N#CC(NCC(O)C(=O)O)C(=O)O;-189.89301
N#CCN(CC(=O)N1CCOC(=O)C1)C(N)=O;-125.9137
N#CCN(CC(=O)N1CC(=O)OCC1C#N)C(N)=O;-87.84226
N#CCN(CC(=O)Nc1cc[nH]c(=O)n1)C(=N)N;-1.42831
N#CCN(CC(=O)Nc1cc[nH]c(=O)n1)C(=N)NC(=N)N;15.41121
N#CCN(CC(=O)Nc1cc[nH]c(=O)n1)C(N)=O;-68.22221
N#CCN(CC(=O)Nc1c(C#N)ncn1C(=N)N)C(N)=O;42.91206
N#CCN(CC(=O)Nc1c(CO)ncn1C(=N)N)C(N)=O;-40.09711
N#CCN(CC(=O)Nc1c(C(=O)O)nc[nH]c1=O)C(=N)N;-80.51839
N#CCN(CC(=O)Nc1c(C(=O)O)nc[nH]c1=O)C(N)=O;-145.21263
N#CCN(CC(=O)Nc1nc2[nH]cnc2c(=O)[nH]1)C(=N)N;27.03332
N#CCN(CC(=O)Nc1nc2[nH]cnc2c(=O)[nH]1)C(N)=O;-37.35523
N#CCN(CC(=O)NC1=NC2OCC(O)C2O1)C(=N)N;-92.54176
N#CCN(CC(=O)NC1=NC2OCC(O)C2O1)C(N)=O;-161.02456
N#CCN(CC(=O)Nc1ncc(CO)o1)C(=N)N;-34.75931
N#CCN(CC(=O)Nc1ncc(CO)o1)C(=N)NC(=N)N;-13.9337
N#CCN(CC(=O)Nc1ncc(CO)o1)C(N)=O;-101.6789
N#CCN(CC(=O)N(c1ncco1)C(C#N)CO)C(=N)N;4.54338
N#CCN(CC(=O)N(c1ncco1)C(C#N)CO)C(N)=O;-62.78146
N#CCN(CC(=O)Nc1ncco1)C(=N)N;13.66629
N#CCN(CC(=O)Nc1ncco1)C(=N)NC(=N)N;34.45453
N#CCN(CC(=O)Nc1ncco1)C(N)=O;-52.00701
N#CCN(CC(=O)Nc1ncco1)C(=O)CNC(=N)N;-25.97213
N#CCN(CC(=O)Nc1ncco1)C(=O)CNC(N)=O;-87.4074
N#CCN(CC(=O)Nc1nc(CO)co1)C(=N)N;-39.88999
N#CCN(CC(=O)Nc1nc(CO)co1)C(=N)NC(=N)N;-14.9167
N#CCN(CC(=O)Nc1nc(CO)co1)C(N)=O;-94.93178
N#CCN(CC(=O)Nc1ncnc2[nH]cnc12)C(=N)N;82.30641
N#CCN(CC(=O)Nc1ncnc2[nH]cnc12)C(N)=O;17.5693
N#CCN(CC(=O)Nc1ncnc2[nH]c(=O)[nH]c12)C(=N)N;20.98299
N#CCN(CC(=O)Nc1ncnc2[nH]c(=O)[nH]c12)C(N)=O;-43.50128
N#CCN(CC(=O)Nc1nc(=O)[nH]c2[nH]cnc12)C(=N)N;27.90675
N#CCN(CC(=O)Nc1nc(=O)[nH]c2[nH]cnc12)C(N)=O;-38.84723
N#CCN(CC(=O)Nc1[nH]cnc1CC(N)=O)C(=N)N;-13.31091
N#CCN(CC(=O)Nc1[nH]cnc1CC(N)=O)C(N)=O;-77.55852
N#CCN(CC(=O)Nc1[nH]cnc1CC(=O)O)C(=N)N;-52.86316
N#CCN(CC(=O)Nc1[nH]cnc1CC(=O)O)C(N)=O;-116.80471
N#CCN(CC(=O)Nc1[nH]cnc1C#N)C(=N)N;77.60836
N#CCN(CC(=O)Nc1[nH]cnc1C#N)C(=N)NC(=N)N;97.14407
N#CCN(CC(=O)Nc1[nH]cnc1C#N)C(N)=O;13.96141
N#CCN(CC(=O)Nc1[nH]cnc1C(N)=O)C(=N)N;-4.39943
N#CCN(CC(=O)Nc1[nH]cnc1C(N)=O)C(N)=O;-67.70252
N#CCN(CC(=O)Nc1[nH]cnc1CO)C(=N)N;-8.40638
N#CCN(CC(=O)Nc1[nH]cnc1CO)C(=N)NC(=N)N;9.28552
N#CCN(CC(=O)Nc1[nH]cnc1CO)C(N)=O;-71.78196
N#CCN(CC(=O)Nc1[nH]cnc1C(O)CO)C(=N)N;-56.53439
N#CCN(CC(=O)Nc1[nH]cnc1C(O)CO)C(N)=O;-120.43839
N#CCN(CC(=O)Nc1[nH]cnc1C(=O)O)C(=N)N;-46.23472
N#CCN(CC(=O)Nc1[nH]cnc1C(=O)O)C(N)=O;-109.31455
N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C#N)C(=N)N;22.73609
N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C#N)C(N)=O;-42.85982
N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C(N)=O)C(=N)N;-57.56471
N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C(N)=O)C(N)=O;-119.97158
N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C(=O)O)C(=N)N;-103.90467
N#CCN(CC(=O)Nc1[nH]c(=O)[nH]c1C(=O)O)C(N)=O;-167.91922
N#CCNCC(=O)N(CCc1ccccc1)C(C#N)CC#N;71.03945
N#CCNCC(=O)N(CCc1ccccc1)CC(N)=O;-34.65478
N#CCNCC(=O)N(CCc1ccccc1)CC(=O)O;-79.31049
N#CCNCC(=O)NC(Cc1ccccc1)C(N)=O;-41.04595
N#CCNCC(=O)NC(Cc1ccccc1)C(=O)O;-85.53131
N#CCNCC(=O)NCCC(N)=O;-64.30261
N#CCN(CC(=O)N(CCC(N)=O)c1ncco1)C(=N)N;-30.19664
N#CCN(CC(=O)N(CCC(N)=O)c1ncco1)C(N)=O;-97.34258
N#CCNCC(=O)N(CCC(N)=O)CCC(N)=O;-111.9545
N#CCN(CC(=O)N(CCC(N)=O)CCC(N)=O)C(=N)N;-93.91784
N#CCNCC(=O)N(CCC(N)=O)C(CC(N)=O)C(N)=O;-154.77786
N#CCN(CC(=O)N(CCC(N)=O)CCC(N)=O)C(N)=O;-160.90867
N#CCN(CC(=O)N(CCC(N)=O)CCC(=O)O)C(=N)N;-131.16892
N#CCN(CC(=O)N(CCC(N)=O)CCC(=O)O)C(N)=O;-198.62653
N#CCN(CC(=O)N(CCC(N)=O)C(C#N)CO)C(=N)N;-54.67471
N#CCN(CC(=O)N(CCC(N)=O)C(C#N)CO)C(N)=O;-118.26709
